time,median_length,median_delay,median_speed_kmh,median_level
2022-07-06 00:00:00,344.0,106.0,8.64,3.0
2022-07-06 01:00:00,,,,
2022-07-06 02:00:00,,,,
2022-07-06 03:00:00,311.0,174.0,5.19,4.0
2022-07-06 04:00:00,,,,
2022-07-06 05:00:00,,,,
2022-07-06 06:00:00,899.0,139.0,15.3,2.0
2022-07-06 07:00:00,963.0,191.66666666666666,8.885,3.0
2022-07-06 08:00:00,894.0,125.83333333333333,16.98,2.0
2022-07-06 09:00:00,852.5,106.0,16.95,2.0
2022-07-06 10:00:00,910.5,197.75,12.835,2.0
2022-07-06 11:00:00,940.5,207.0,12.719999999999999,2.0
2022-07-06 12:00:00,1010.0,266.5,12.684999999999999,2.0
2022-07-06 13:00:00,871.0,116.0,15.49,2.0
2022-07-06 14:00:00,1030.75,305.375,12.530000000000001,2.0
2022-07-06 15:00:00,1162.0,159.16666666666666,16.53,2.0
2022-07-06 16:00:00,899.0,247.25,12.545,2.0
2022-07-06 17:00:00,1202.5,294.125,12.372499999999999,2.0
2022-07-06 18:00:00,1200.5,364.125,12.370000000000001,2.0
2022-07-06 19:00:00,1853.0,562.375,12.955,2.0
2022-07-06 20:00:00,1233.75,366.0,12.86,2.0
2022-07-06 21:00:00,1023.0,226.375,12.8625005,2.0
2022-07-06 22:00:00,1376.5,133.0,17.81,2.0
2022-07-06 23:00:00,514.0,161.16666666666666,12.08,3.0
2022-07-07 00:00:00,,,,
2022-07-07 01:00:00,,,,
2022-07-07 02:00:00,,,,
2022-07-07 03:00:00,,,,
2022-07-07 04:00:00,,,,
2022-07-07 05:00:00,,,,
2022-07-07 06:00:00,888.0,122.0,15.57,2.0
2022-07-07 07:00:00,841.0,137.5,13.64,2.0
2022-07-07 08:00:00,1010.0,136.16666666666666,16.759998,2.0
2022-07-07 09:00:00,940.5,157.625,14.6725,2.0
2022-07-07 10:00:00,953.0,131.66666666666666,16.78,2.0
2022-07-07 11:00:00,1010.0,137.33333333333334,16.28,2.0
2022-07-07 12:00:00,868.0,105.66666666666667,16.21,2.0
2022-07-07 13:00:00,816.0,109.66666666666667,16.095001,2.0
2022-07-07 14:00:00,1163.0,130.33333333333334,16.72,2.0
2022-07-07 15:00:00,1010.0,124.5,16.355,2.0
2022-07-07 16:00:00,1017.0,126.0,16.85,2.0
2022-07-07 17:00:00,1219.0,162.0,15.27,2.0
2022-07-07 18:00:00,1216.5,331.0,13.59,2.0
2022-07-07 19:00:00,1242.0,307.25,12.785,2.0
2022-07-07 20:00:00,951.0,272.0,13.467499499999999,2.0
2022-07-07 21:00:00,1080.0,143.16666666666666,16.39,2.0
2022-07-07 22:00:00,1001.5,78.5,18.405,2.0
2022-07-07 23:00:00,1122.0,90.0,18.1,2.0
2022-07-08 00:00:00,,,,
2022-07-08 01:00:00,,,,
2022-07-08 02:00:00,,,,
2022-07-08 03:00:00,,,,
2022-07-08 04:00:00,,,,
2022-07-08 05:00:00,,,,
2022-07-08 06:00:00,1010.0,82.75,18.8825,2.0
2022-07-08 07:00:00,811.0,123.0,13.88,2.0
2022-07-08 08:00:00,887.0,92.66666666666667,16.64,2.0
2022-07-08 09:00:00,1010.0,105.66666666666667,16.244999,2.0
2022-07-08 10:00:00,811.0,90.0,16.63,2.0
2022-07-08 11:00:00,806.0,79.83333333333333,15.57,2.0
2022-07-08 12:00:00,953.0,104.66666666666667,16.16,2.0
2022-07-08 13:00:00,801.0,77.75,17.3025,2.0
2022-07-08 14:00:00,829.0,105.0,17.07,2.0
2022-07-08 15:00:00,926.5,247.0,11.709999999999999,2.0
2022-07-08 16:00:00,972.5,129.0,13.3475,2.0
2022-07-08 17:00:00,1180.0,238.125,12.442499999999999,2.0
2022-07-08 18:00:00,1155.5,311.375,13.4825,2.0
2022-07-08 19:00:00,1377.0,458.625,11.932500000000001,2.0
2022-07-08 20:00:00,1373.0,384.875,13.192499999999999,2.0
2022-07-08 21:00:00,1283.5,343.125,13.01,2.0
2022-07-08 22:00:00,1010.0,154.66666666666666,16.575,2.0
2022-07-08 23:00:00,701.0,88.0,15.94,2.0
2022-07-09 00:00:00,541.0,68.0,14.14,2.0
2022-07-09 01:00:00,,,,
2022-07-09 02:00:00,,,,
2022-07-09 03:00:00,,,,
2022-07-09 04:00:00,,,,
2022-07-09 05:00:00,,,,
2022-07-09 06:00:00,,,,
2022-07-09 07:00:00,,,,
2022-07-09 08:00:00,755.5,76.66666666666667,17.235,2.0
2022-07-09 09:00:00,1005.75,76.25,18.8525,2.0
2022-07-09 10:00:00,768.75,103.875,13.334999499999999,2.0
2022-07-09 11:00:00,782.5,149.75,13.9899995,2.0
2022-07-09 12:00:00,923.0,108.33333333333333,15.85,2.0
2022-07-09 13:00:00,1057.5,294.5,13.254999999999999,2.0
2022-07-09 14:00:00,1324.0,265.5,17.060001,2.0
2022-07-09 15:00:00,855.25,116.25,13.937500499999999,2.0
2022-07-09 16:00:00,873.0,191.75,13.754999999999999,2.0
2022-07-09 17:00:00,876.5,169.33333333333334,15.860001,2.0
2022-07-09 18:00:00,959.0,171.5,17.355,2.0
2022-07-09 19:00:00,1030.0,177.25,13.372499999999999,2.0
2022-07-09 20:00:00,1190.0,243.0,12.504999999999999,2.0
2022-07-09 21:00:00,1078.0,256.125,13.067499999999999,2.0
2022-07-09 22:00:00,953.0,168.125,13.742499500000001,2.0
